,Doc Id,Cleaned Text,Sentiment
1208,1208,my vanessa road to part virtua fighter ultim showdown rank match http,Negative
1209,1209,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un http,Negative
1210,1210,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un http,Negative
1211,1211,black peopl violent peopl but like human react violent defend protect http,Positive
1212,1212,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un http,Negative
1213,1213,thi potu vp hammer away high credit card interest rate http,Positive
1214,1214,announc cast i ca breath we excit star rehears west coast premier http,Negative
1215,1215,all celebr includ priyanka deaf dumb come talk atroc http,Negative
1216,1216,defund fremont polic blacklivesmatt,Negative
1217,1217,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un http,Positive
1218,1218,black life matter protest fairfield iowa http via youtub blacklivesmatt,Negative
1219,1219,if forgiv white crime human and atroc black peopl sure forgiv http,Positive
1220,1220,psychic healer spiritcommun read realpsych truth answer advic selfcar bliss http,Negative
1221,1221,thi yep i found recent dare disagre lord amp saviour jeremi corbyn http,Negative
1222,1222,good morn america enough endpolicebrut standupagainstrac blacklivesmatt http,Negative
1223,1223,sun jun new york citi new york polic shove bicyclist ground watch http http,Positive
1224,1224,medic experiment and murder of disabl slave in the american south http http,Negative
1225,1225,if leader blm squander money could start campaign remov polic bodi http,Positive
1226,1226,be feroci midterm protectwomennchildren expanddemmajor http,Negative
1227,1227,start morn delici http nft sweetio nftcollect http,Negative
1228,1228,today confederatesurrend day otd fail confeder state america surrend http,Negative
1229,1229,ex sinner freestyl soundcloud afrobeat trend kwakuthetravel music blacklivesmatt viral http,Positive
1230,1230,botham jean blacklivesmatt,Negative
1231,1231,peopl go admit give million blacklivesmatt terrorist noth http,Positive
1232,1232,vonni put work throw support way mayb get commiss http,Negative
1233,1233,genocid ukrain destruct planet uncontrol gun violenc uncontrol pandem corpor http,Negative
1234,1234,botham jean eat ice cream live room dalla saytheirnam blacklivesmatt,Negative
1235,1235,is rich use donat blacklivesmatt patrissecullor blm bought luxuri http,Positive
1236,1236,everi hour black life taken quibdó the pacif region countri http,Negative
1237,1237,make weekend shine smile happi rnb singer music musician motiv http,Positive
1238,1238,citi la gave million nearli half covid relief lapd blacklivesmatt http,Negative
1239,1239,look bluewav peopl follow follow back with upcom unit http,Negative
1240,1240,ding ding ding amp ding ding ding pennstat blacklivesmatt justiceforal,Negative
1241,1241,today thisisnotadril am la download app watch http http,Positive
1242,1242,justiceforjimmyatchison blacklivesmatt acab protectblackmen pleas go sign all petit donat and http,Negative
1243,1243,cant believ tara and kairavi and kiaia would say that oml cancel blacklivesmatt alllivesmatt http,Positive
1244,1244,antonioguterr doubl standard best thi crook call un gener said noth peopl http,Negative
1245,1245,defund olyph polic blacklivesmatt,Negative
1246,1246,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un http,Negative
1247,1247,arian mccree blacklivesmatt,Positive
1248,1248,violenc in ani form is evil fightafrophobia blacklivesmatt zimbabweanlivesmatt zimbabw http,Negative
1249,1249,blacklivesmatt defin creator http via youtub,Positive
1250,1250,someon said repar justic blacklivesmatt http,Negative
1251,1251,are jew privileg blacklivesmatt,Negative
1252,1252,the found father sign constitut slave owner their cancel long http,Negative
1253,1253,mon jun huntsvil alabama protest fall step watch http http,Positive
1254,1254,i wish sumter counti effect rep annaforflorida histor black commun home amp http,Negative
1255,1255,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un http,Positive
1256,1256,big educ ape thi week with newblackman in exil blm blacklivesmatt http http,Negative
1257,1257,josepborrellf zelenskyyua tigray besieg genocid starvat peopl die http,Negative
1258,1258,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un http,Negative
1259,1259,that i want say then i shall thank time blacklivesmatt protectblackengen http,Positive
1260,1260,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un http,Negative
1261,1261,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un http,Positive
1262,1262,jeffweetman phillipsbarri sadiqkhan uklabour deliber delay http,Negative
1263,1263,i found deepli profound blacklivesmatt trayvonmartin http,Negative
1264,1264,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un http,Negative
1265,1265,defund holtpolic blacklivesmatt,Positive
1266,1266,fight back voteblu blacktwitt blackown blackwomen blacklivesmatt blackmenwin http,Negative
1267,1267,bp pension scandal zambia blacklivesmatt pension read http http,Positive
1268,1268,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un http,Negative
1269,1269,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un http,Negative
1270,1270,incred dignifi way die agmacdougal blacklivesmatt p i spoke http,Negative
1271,1271,robert lawrenc white blacklivesmatt,Positive
1272,1272,curiou blacklivesmatt found miss million,Negative
1273,1273,black repar but prove http ca repar blacklivesmatt http,Positive
1274,1274,blacklivesmatt guard nascent marxist american culturalrevolut like cheka http,Negative
1275,1275,say name daniel wolf blacklivesmatt,Negative
1276,1276,care guess color green skin fuckthepolic blacklivesmatt http,Negative
1277,1277,ding ding ding ding ding ding amp ding ding ding pennstat blacklivesmatt justiceforal,Positive
1278,1278,samwhiteout sam lest forget antifa blacklivesmatt terrorist burn citi http,Negative
1279,1279,spbmckenna sentedcruz tedcruz i know tedcruz twirl presid tedcruz http,Positive
1280,1280,conduct interview sever brother get perspect current state http,Negative
1281,1281,search find disconfirm mani u encod mani societ factor http,Negative
1282,1282,zimbabwean blacklivesmatt dudulamov i will listen radio,Negative
1283,1283,big educ ape thi week with newblackman in exil blm blacklivesmatt http http,Positive
1284,1284,those rage go ukrainewar need watch cnn http,Negative
1285,1285,my seventh novel avail amazon bookstor pick want thriller http,Positive
1286,1286,thedailybeast whi david dietrich still employ gop blacklivesmatt http,Negative
1287,1287,say name gari carmona boitano blacklivesmatt,Negative
1288,1288,im sorri yall u non binari are tran liter transit much love http,Negative
1289,1289,decent crowd earlier bristolagainsth protest parti music danc free food http,Positive
1290,1290,me amp beauti friend talk black life matter amp includ thee gurl amp http,Negative
1291,1291,we must connect dot equal blacklivesmatt climatejustic http,Positive
1292,1292,disgust evil vile racist scum blacklivesmatt http,Negative
1293,1293,if republican control senat piec herstori never would happen http,Negative
1294,1294,ezorrera nice black peopl blacklivesmatt,Negative
1295,1295,solidar unit we stand divid they fall side by side we stand tall hoo law http,Positive
1296,1296,talbertswan potu vp speakerpelosi theblackcaucu repair damag countri inflict still http,Negative
1297,1297,wed nov denver colorado offic shoot protest head watch http http,Positive
1298,1298,how hypocrisi the premier leagu still support fight divers equal racism http,Negative
1299,1299,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un http,Negative
1300,1300,sever racism main batescolleg in hire colleg first black head footbal coach http,Negative
1301,1301,wtf david dietrich kid virginia blacklivesmatt http,Positive
1302,1302,ig dariu kirk sc cash app blacklivesmatt alway,Negative
1303,1303,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un http,Positive
1304,1304,blm blacklivesmatt littl niglet niglet http,Negative
1305,1305,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un http,Negative
1306,1306,one day help up blacklivesmatt http,Negative
1307,1307,jordan edward blacklivesmatt,Positive
1308,1308,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un http,Negative
1309,1309,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un http,Positive
1310,1310,happi paul robeson day paul marshal day one favorit memori day calendar http,Negative
1311,1311,whi riot street singl father edwardbronstein did life matter http,Negative
1312,1312,blacklivesmatt scam enrich peopl is use white guilt make green black life http,Negative
1313,1313,updat bad i thought blm blacklivesmatt blackdontcrack http,Positive
1314,1314,blm play http via youtub blm blacklivesmatt blexit officertatum brandontatum,Negative
1315,1315,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un http,Positive
1316,1316,ding ding ding ding ding ding pennstat blacklivesmatt justiceforal,Negative
1317,1317,dailymem divers death sentenc miscegen kill whiteprivileg inclus http,Negative
1318,1318,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un http,Negative
1319,1319,maddow bitcoin cnn elizabethwarren manchin msnbc greennewd nyc blacklivesmatt http,Positive
1320,1320,dailymem divers death sentenc miscegen kill whiteprivileg inclus http,Negative
1321,1321,maddow bitcoin cnn elizabethwarren manchin msnbc greennewd nyc blacklivesmatt http,Positive
1322,1322,cougarchief gburgmd enrich trip blacklivesmatt washwizard http,Negative
1323,1323,they indict nurs tri help not offic restrain posit kill thi http,Negative
1324,1324,nikol teach chri wallac white peopl smartnew blacklivesmatt http,Negative
1325,1325,terrenc crutcher blacklivesmatt,Positive
1326,1326,what jesu die accomplish fulfil pentecost easter but basket chocol http,Negative
1327,1327,black peopl the ukrain report racism tri leav standupforukrain http,Positive
1328,1328,nypost potu vp speakerpelosi theblackcaucu repair damag countri inflict still http,Negative
1329,1329,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un http,Negative
1330,1330,i know sure i imagin ancestor ordinari peopl wildest dream http,Negative
1331,1331,wed jul gastonia north carolina polic live ammo arrest protest sit car watch http,Positive
1332,1332,support kenya nepal africa futur http diepsloot operationdudula must http,Negative
1333,1333,repmalinowski the sanction bill drive ethiopia hand china limit http,Positive
1334,1334,rawfootagediva zelenskyyua ye thinker that whole world know black http,Negative
1335,1335,punishedhoov brainwash see hear evil israel palestin amp http,Negative
1336,1336,cliff richard daddi home music love peac blacklivesmatt youtub spotifi http,Negative
1337,1337,redbon the witch queen of new orlean music love peac blacklivesmatt youtub spotifi http,Positive
1338,1338,danni ray thoma blacklivesmatt,Negative
1339,1339,cnn whi cnn ask cocacola bail nestl african child slaveri case ivori coast http,Positive
1340,1340,white supremacist nft seri dupe black celebr billion buy digit http,Negative
1341,1341,bobbi vee more than i can say music love peac blacklivesmatt youtub spotifi http,Negative
1342,1342,nbcnew i sure blacklivesmatt shooter sacramento footbal star hero http,Negative
1343,1343,miley cyru midnight sky music love peac blacklivesmatt youtub spotifi http,Positive
1344,1344,the unit state world leader impos econom sanction follow eu conglomer http,Negative
1345,1345,ding ding ding ding ding ding ding pennstat blacklivesmatt justiceforal,Positive
1346,1346,the propos sanction cut ethiopia global financi system creat hindranc http,Negative
1347,1347,a grow bodi research show econom sanction dire consequ human popul sanction http,Negative
1348,1348,repmalinowski the sanction bill drive ethiopia hand china limit http,Negative
1349,1349,remind blacklivesmatt,Positive
1350,1350,doesn support blacklivesmatt crimin thug bother burn american http,Negative
1351,1351,flo rida ft david guetta club ca handl me music love peac blacklivesmatt youtub spotifi http,Positive
1352,1352,doe blacklivesmatt still ani word kaduna train bomb http,Negative
1353,1353,it time defundthesouthozoneparkpolic blacklivesmatt,Negative
1354,1354,black life matter human matter blacklivesmatt human,Negative
1355,1355,ranjona neither some holli ott filler obsess never like much film http,Positive
1356,1356,http we hope dame cressida pass mean genuin seriou http,Negative
1357,1357,madison avenu do call me babi music love peac blacklivesmatt youtub spotifi http,Positive
1358,1358,sat may detroit michigan polic report hold medium badg watch http,Negative
1359,1359,gwanjez our book slaveri page sucess one weak use life day day blacklivesmatt,Negative
1360,1360,lindseygraham randpaul racist racistgop ketanjibrownjacksonconfirm blacklivesmatt http,Negative
1361,1361,karineomri henrymcmast cnocbeag kzshabazz kevskewl http,Positive
1362,1362,priyankachopra chose act fair cream ad liter show girl boy darker skin http,Negative
1363,1363,a slap face work class societi biden kill the demand to defund polic http http,Positive
1364,1364,sean reed blacklivesmatt,Negative
1365,1365,bristolagainsth flyer avail today protest amp celebr near former colston http,Negative
1366,1366,peterussel one contributor texa death row wrote poem amirlock http,Negative
1367,1367,makiyahmk a goddamn union reach blacklivesmatt made manic http,Positive
1368,1368,ding amp ding ding ding pennstat blacklivesmatt justiceforal,Negative
1369,1369,shame to who think are abov other blacklivesmatt friendforblackpeopl http,Positive
1370,1370,we lucki say hypocrit holocaustmemorialday mlk grenfelltow http,Negative
1371,1371,defund ballwin polic blacklivesmatt,Negative
1372,1372,spbmckenna sentedcruz tedcruz want famou politician let make famou bad http,Negative
1373,1373,sun may lincoln nebraska woman bleed face shot polic watch http,Positive
1374,1374,upcom event camden guitarist singer raul midón raulmidon invit world http,Negative
1375,1375,blacklivesmatt news report cackl indict let see blackdecemb http,Positive
1376,1376,way worst death death matter come blacklivesmatt http,Negative
1377,1377,defund hay center polic blacklivesmatt defundthepolic,Negative
1378,1378,legal immigr path brought famili america manag border help poorer http,Negative
1379,1379,i would like britain keep britain british blacklivesmatt saturdaythought http,Positive
1380,1380,coalfac cosplay artist proud aussi matt canavan criticis blacklivesmatt movement the http,Negative
1381,1381,so cop know situat suspect white defundthepolic blacklivesmatt,Positive
1382,1382,victor white iii blacklivesmatt,Negative
1383,1383,christoph whitfield saytheirnam blacklivesmatt,Negative
1384,1384,it hard reconcil sa plagu xenophobia afrophobia blacklivesmatt mayb far http,Negative
1385,1385,hey world rememb black life matter blacklivesmatt potu vp nato helptigrayanstoo http,Positive
1386,1386,ashoswai priyanka chopra basic think echo american speak becom american http,Negative
1387,1387,could help think amp white men put much effort http,Positive
1388,1388,nyc may blm blacklivesmatt http,Negative
1389,1389,operationdudula thug listen wan na hear american push blacklivesmatt http,Negative
1390,1390,ding ding ding ding ding pennstat blacklivesmatt justiceforal,Negative
1391,1391,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd http,Positive
1392,1392,nyc may blm blacklivesmatt http,Negative
1393,1393,appreci strong loyalti howev obscen amp grotesqu israel global regard apartheidist http,Positive
1394,1394,all work and no play i not jack blacklivesmatt norestrict wearefre thenewnorm http,Negative
1395,1395,but take dilig heed command law mose servant lord charg http,Negative
1396,1396,dearthofsid she basic think echo american speak becom american http,Negative
1397,1397,blacklivesmatt mikal jackson said but think babi it matter http,Positive
1398,1398,a coron conclus drown somali refuge accident http,Negative
1399,1399,defund jonesboroughpolic blacklivesmatt,Positive
1400,1400,need artist updat http join http http http,Negative
1401,1401,blacklivesmatt alway no if but,Negative
1402,1402,boriamajumdar msdhoni icc alway readi take kneee blacklivesmatt icc ko ky bole jab http,Negative
1403,1403,africa contribut least global warm bear full consequ blacklivesmatt http,Positive
1404,1404,tue jun lo angel california polic shoot unarm man wheelchair face watch http,Negative
1405,1405,shop lip gloss gloss creami moistur long last dont miss shop http,Positive
1406,1406,hey corrupt jealou medium mogul oprah winfrey when final apolog late michaeljackson http,Negative
1407,1407,the fee fine due traffic violat ruin life good peopl hundr thousand otherwis http,Negative
1408,1408,do ever ask i despis racist metpoliceuk they psychopath rapist racist http,Negative
1409,1409,they pretti much rape yeah i definit go side blacklivesmatt racism one,Positive
1410,1410,thi i think blacklivesmatt racism fight so i think black peopl would http,Negative
1411,1411,want high detail intro twitch hmu get smallstream twitchaffili http,Positive
1412,1412,black human struggl blacklivesmatt far if like servic support black histori http,Negative
1413,1413,ani blacklivesmatt vicitm card avail http,Negative
1414,1414,ding ding pennstat blacklivesmatt justiceforal,Negative
1415,1415,call sussex base slt rcslt hold event via zoom may pm for http,Positive
1416,1416,waggytailkob well done jen spot global underbelli trumpism murdoch tentacl http,Negative
1417,1417,saturdayfeel blacklivesmatt saturdaymorn pleas tri rememb believ well http,Positive
1418,1418,ketanji brown jackson becam first black femal judg u suprem court http,Negative
1419,1419,on juli play video game american soldier end life dozen civilian http,Negative
1420,1420,bbcworld bigdog gop foxnewsfascistpropaganda rupertmurdoch foxnew amp ceo http,Negative
1421,1421,hey peac everyon yeh rich peaceisachoic putdownyourgun actonclim breath breath http,Positive
1422,1422,they hate see god blackpow blacklivesmatt securethetrib blm http,Negative
1423,1423,not sever tigraygenocid dismiss congratul ethi call truce amp http,Positive
1424,1424,a alway theofficertatum spot on blacklivesmatt blm http,Negative
1425,1425,blacklivesmatt mud nigeria train kill hollywood movi set http,Negative
1426,1426,thu aug portland oregon polic punctur tire snack van watch http http,Negative
1427,1427,black human struggl blacklivesmatt far if like servic support black histori http,Positive
1428,1428,indian ukrain treat worst dog rememb refus indian board took dog whi caus http,Negative
1429,1429,i shock sadden tragic incid yet anoth innoc life shatter http,Positive
1430,1430,ndtv did speak palestinian syrian iraq rwanda etc public best http,Negative
1431,1431,racist absolut caus blacklivesmatt public stunt now matter whatev white http,Negative
1432,1432,peter gain saytheirnam blacklivesmatt,Negative
1433,1433,edsynoski advancehuman realjimpiddock seancmichael http,Positive
1434,1434,defund somer polic blacklivesmatt,Negative
1435,1435,dontr hamilton blacklivesmatt,Positive
1436,1436,if ca protest want help consid ca donat consid potenti http,Negative
1437,1437,anim rule human cruel except cooler animallov http,Negative
1438,1438,even wake blacklivesmatt movement racial bia discrimin barrier success http,Negative
1439,1439,say name samuel dubos blacklivesmatt,Positive
1440,1440,help tip buy art suppli love serv time prison jail blacklivesmatt http,Negative
1441,1441,ding ding ding pennstat blacklivesmatt justiceforal,Positive
1442,1442,how blacklivesmatt happen http black blacktwitt liber congrat scotusconfirm,Negative
1443,1443,lightwarpmedia madhav pleas stop spread hate blacklivesmatt http,Negative
1444,1444,ndtv priyankachopra priyankachopra tri le hypocrit speak step http,Negative
1445,1445,now time say blacklivesmatt,Positive
1446,1446,came across video facebook not long ago band knee floyd law offic http,Negative
1447,1447,defund farmvil polic blacklivesmatt,Positive
1448,1448,gregori gunn blacklivesmatt,Negative
1449,1449,tigerwood nice work tiger keep man blacklivesmatt themast pgatour,Negative
1450,1450,lefti ob cold war busi attach empir give pa connect http,Negative
1451,1451,good luck mr jackson usa supremecourt blacklivesmatt http,Positive
1452,1452,tell blacklivesmatt worthi caus i dare ya,Negative
1453,1453,enca zim unit across tribe mugab fail divid u ca afford take arm http,Positive
1454,1454,i ll relax when we all can breath http blacklivesmatt http,Negative
1455,1455,libsoftiktok is black man loot ukblm blmla davidlammi blacklivesmatt,Negative
1456,1456,dominionmand helenzil what you blacklivesmatt go spend day visit apartheid museum,Negative
1457,1457,tue aug portland oregon polic shoot protest street watch http http,Positive
1458,1458,tosteronytess helenzil i black person life matter i dictat racist tell http,Negative
1459,1459,leynanguyentv the academyaward turn will smith year a slave blacklivesmatt,Positive
1460,1460,for parent jackson confirm belong daughter blacklivesmatt msnbc http,Negative
1461,1461,if see i say god watch so stay posit keep faith remain http,Negative
1462,1462,defund rootstown polic blacklivesmatt,Negative
1463,1463,kenosha counti offic flip republican democrat made excus blacklivesmatt riot http,Positive
1464,1464,laquan mcdonald blacklivesmatt,Negative
1465,1465,friday dab day blacklivesmatt dabup besaf http,Positive
1466,1466,jonathandelarco men wrote usa declar indepennd bill right slaveown http,Negative
1467,1467,pennstat blacklivesmatt justiceforal,Negative
1468,1468,black life mater black kill white peopl kill everi day http,Negative
1469,1469,god father of jesu lord of our sky see happen news past than help u put stop http,Positive
1470,1470,iamcouncil in countri peopl kill color black countri tell u http,Negative
1471,1471,defund loup citi polic blacklivesmatt defundthepolic,Positive
1472,1472,unfollow blacklivesmatt blackvotesmatt progressivesalli,Negative
1473,1473,agroovealmosteverydaywillplaytillthepandemicgoaway saturdaymorn elijahmcclain http,Negative
1474,1474,elienyc promot first radio station own black man tavissmiley http,Negative
1475,1475,she talk blacklivesmatt whilst endors fair cream now heart bleed ukrain whilst ignor http,Positive
1476,1476,man found guilti murder rhamero west http blacklivesmatt blacklivesmatteruk,Negative
1477,1477,fri may denver colorado polic pepper spray peopl tri record watch http http,Positive
1478,1478,wow go say japan want domin world control rubber alli http,Negative
1479,1479,white charm black get beauti blackfacenft get http,Negative
1480,1480,to make an order pleas forward the flavor you are interest in do not spam me strain onli send the one http,Negative
1481,1481,cherijacobu in fact mani nation bad thing black peopl decad societi woke http,Positive
1482,1482,break news it took day hollywood academi ban will smith slap chri rock http,Negative
1483,1483,it time defundthegrantvillepolic blacklivesmatt,Positive
1484,1484,black femal suspect want break elderli woman hip violent nyc mug fox http,Negative
1485,1485,houston black man rob mother gunpoint money disabl son fox news blacklivesmatt http,Negative
1486,1486,bothan shem jean blacklivesmatt,Negative
1487,1487,blm play http via youtub blacklivesdontmatt blacklivesmatt,Positive
1488,1488,sever debilit it alien friendli relationship u ethiopia http,Negative
1489,1489,thi fall onthumanright extend workplac ethic issu reprob http,Positive
1490,1490,ceetalk helenzil that populist blacklivesmatt pure money launder scam collect http,Negative
1491,1491,ding pennstat blacklivesmatt justiceforal,Negative
1492,1492,joebiden for reason whatsoev nobodi ca forgiv infring right blacklivesmatt http,Negative
1493,1493,blacklivesmatt hypocrisi victimmental sacramento mass shoot black suspect serv le time http,Positive
1494,1494,is late post black squar b blacklivesmatt,Negative
1495,1495,newepisod should care partner like blacklivesmatt leadership http,Positive
1496,1496,black man wear jordan nike steal chinatown blacklivesmatt hypocrisi victimmental http,Negative
1497,1497,racist girl fuck black man get parent mad http blacklivesmatt,Negative
1498,1498,operationdudula i never said blacklivesmatt crime must stop,Negative
1499,1499,fri jul portland oregon polic shove protest street watch http http,Positive
1500,1500,georg floyd die black peopl could final chanc life world he modern day http,Negative
1501,1501,amangwane all blacklivesmatt differ residenti mob innoc sa peopl burnt http,Positive
1502,1502,well someon delusion blacklivesmatt hypocrisi victimmental wokehypocrisi virtuesign http,Negative
1503,1503,imapriv redsteez listen anyon blacklivesmatt twitter bio utter word http,Negative
1504,1504,vp total black blacklivesmatt,Negative
1505,1505,blacklivesmatt hypocrisi victimmental woke ladi get realiti check white violent http,Positive
1506,1506,deandr ballard blacklivesmatt,Negative
1507,1507,here think be care vote blacklivesmatt blacktwitt presidentbiden http,Positive
1508,1508,condemn racist meme blacklivesmatt http,Negative
1509,1509,to overcom racial inequ must confront histori http blacklivesmatt criticalracetheori,Negative
1510,1510,where negro provid percent vote per cent adam clayton powel http,Negative
1511,1511,ding ding ding ding ding ding ding ding ding ding pennstat blacklivesmatt justiceforal,Positive
1512,1512,kill bill volum ishii tanaka http via youtub http,Negative
1513,1513,will anthoni anderson r black men lose http via http,Positive
1514,1514,black get counsel blacklivesmatt blackmen mentalhealthmatt youdeserveittoo,Negative
1515,1515,bbcworld foxnew gophypocrisi sound familiar how putin oligarch funnel million gop http,Negative
1516,1516,shop san tan mall nice spring day shop transmodel translivesmatt lgbtq http,Negative
1517,1517,defund douglasvil polic blacklivesmatt defundthepolic,Positive
1518,1518,cbsnew and peopl wonder blacklivesmatt right jimcrowlaw still effect,Negative
1519,1519,steve wilk ray horton join brian flore lawsuit nfl team alleg racism hire http,Positive
1520,1520,oh way blacklivesmatt http,Negative
1521,1521,sat jul portland oregon feder offic shoot protest without appar justif watch http,Negative
1522,1522,i know brought klan born blacklivesmatt http,Negative
1523,1523,bad cop realli care skin color kill white man wors georgefloyd see white http,Positive
1524,1524,pleas share video blacklivesmatt mentalhealthmatt suicideprevent http,Negative
1525,1525,i alway fantast complexion now i rosacea i relearn whole regim sinc i http,Positive
1526,1526,goodnight nerd and rememb blacklivesmatt transrightsarehumanright wearamask,Negative
1527,1527,a lo organ milliondlrhood group map document mass http,Negative
1528,1528,blm blacklivesmatt racistgop supremecourt ketanjibrownjackson blmla ukblm kbj kbjconfirm http,Negative
1529,1529,a moment two black queen engag blackwomen kbjconfirm kamalaharri http,Positive
1530,1530,mymixtapez black cultur kill bck blackculturekil blm blacklivesmatt burnlootmurd http,Negative
1531,1531,ding ding ding amp ding ding ding ding amp ding ding pennstat blacklivesmatt justiceforal,Positive
1532,1532,blacklivesmatt commun center fund artist refug poor black child kid age http,Negative
1533,1533,congratul justic ketanji brown jackson the dream hope enslav yeah i know i correct http,Negative
1534,1534,my year old i activist art project togeth and creat resourc teach kid http,Negative
1535,1535,sun dec dc washington dc polic pepper spray jail support watch http dcwashington http,Positive
1536,1536,blacklivesmatt realli hypocrit http,Negative
1537,1537,say racist without say racist blacklivesmatt racist blackgirlmag http,Positive
1538,1538,gamer get sick theme badg game hmu twitch smallstream twitchstream http,Negative
1539,1539,i tell unrest come wish work http,Negative
1540,1540,thi may need new banner blackexcel blackcreat blacklivesmatt http,Negative
1541,1541,i black i see i black i hear i black i mourn i black http,Positive
1542,1542,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd http,Negative
1543,1543,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd http,Positive
1544,1544,anoth satisfi client lt guy smallstream twitch twitchaffili http,Negative
1545,1545,some idea beginn guid metavers http via http,Negative
1546,1546,nftcollector nftcommun nftartist nftwhale womeninnft nftartist nftdrop polygonnft nft nft http,Negative
1547,1547,can help share pleas i need help mutualaidrequest emerg blacklivesmatt http,Positive
1548,1548,hermelatv ilhan who drtedro corybook democrat funni say blacklivesmatt whenev need http,Negative
1549,1549,i no ordinari be standwithukrain stopgenocid standupforukrain stopwar peac http,Positive
1550,1550,blacklivesmatt also chrisvanhollen senatorcardin senateforeign http,Negative
1551,1551,new documentari up west side explor challeng chicago west side resid face http,Negative
1552,1552,rishibagre julieposetti ranaayyub redhead new blond blacklivesmatt http,Negative
1553,1553,standup comedi career launch star gift funni friend famili member uniqu gift http,Positive
1554,1554,updat kill sleep black folk legal encourag american polic enabl http,Negative
1555,1555,thank kind birthday i grate kind love commun i http,Positive
1556,1556,latest episod atlanta might one power stori ever atlantafx donaldglov http,Negative
1557,1557,entertain medium made bigger push last year divers enough i http,Negative
1558,1558,ding ding ding ding ding ding ding pennstat blacklivesmatt justiceforal,Negative
1559,1559,baltimor offic get immun admit decad crime baltimor aclumd naacp maryland http,Positive
1560,1560,whi rare peopl color especi long reign wwe http,Negative
1561,1561,defund sharon spring polic blacklivesmatt defundthepolic,Positive
1562,1562,burbridgeduk statedept thi clearli impli crime even level genocid accept http,Negative
1563,1563,law enforc agenc minnesota carri secret surveil program http,Negative
1564,1564,karenkapsow i follow lot black woman i learn lot i listen thi great day black woman http,Negative
1565,1565,wed sep portland oregon polic slash tire truck watch http portlandoregon http,Positive
1566,1566,exactli blacklivesmatt i blacklivesmatt strongertogeth resist http,Negative
1567,1567,http one talk first time hear happen http,Positive
1568,1568,yesterday ketanji brown jackson made histori first woman appoint http,Negative
1569,1569,text black download app blacktwitt blacklivesmatt melanin blackempower http,Negative
1570,1570,mean mad angri stupid evil shameless sin racist as cop middl http,Negative
1571,1571,damn blacklivesmatt thing matter ceo take spend http,Positive
1572,1572,varieti anoth real reason theacademi decid ban will smith year speech mention http,Negative
1573,1573,year later bp former employe zambia die without paid http,Positive
1574,1574,terrenc sterl blacklivesmatt,Negative
1575,1575,maddow bitcoin cnn elizabethwarren manchin msnbc greennewd nyc blacklivesmatt http,Negative
1576,1576,glblctzn justintrudeau you white done noth globalsouth peopl colour http,Negative
1577,1577,thi four wall tend bring true natur men follow get juiciest stori http,Positive
1578,1578,i risk taker i aliv broke that white privileg humbl blacklivesmatt,Negative
1579,1579,musket twitch commun we go live roguecompani elimin madmusketeertv http,Positive
1580,1580,say name trayvon scrugg blacklivesmatt,Negative
1581,1581,transkid deserv love i support guy i let focu allow http,Negative
1582,1582,ding ding ding ding ding ding ding pennstat blacklivesmatt justiceforal,Negative
1583,1583,nftcollector nftcommun nftartist nftwhale womeninnft nftartist nftdrop polygonnft nft nft http,Positive
1584,1584,theacademi trash that ban white men accus sexual harass http,Negative
1585,1585,if willsmith white would punish in fact apolog would even necessari http,Positive
1586,1586,sign even wish peac night sleep may guard goodnight http,Negative
1587,1587,while i agre will smith wrong strictur woodi allen weinstein what huge doubl http,Negative
1588,1588,marathon continu rank apex legend http apexlegend apexlegendscommun http,Negative
1589,1589,usembassyaddi meanwhil happen i guess true say greed imprison u when http,Positive
